,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
0,1990-01-01,4.5,0.6,7.2,7.1,0.0,284.0,29.2,61.2,1006.4,
1,1990-01-02,1.6,-2.2,5.6,0.0,0.0,277.0,22.3,40.7,1025.6,
2,1990-01-03,2.3,-2.2,8.9,0.0,0.0,231.0,12.2,27.7,1026.0,
3,1990-01-04,4.2,-0.6,10.6,0.0,0.0,220.0,14.8,33.5,1017.0,
4,1990-01-05,5.5,1.7,8.3,0.0,0.0,297.0,16.6,46.4,1018.7,
5,1990-01-06,3.0,0.6,7.2,0.0,0.0,325.0,13.3,37.1,1016.9,
6,1990-01-07,1.6,-3.9,4.4,0.0,0.0,,14.4,31.3,1019.5,
7,1990-01-08,1.9,0.0,5.6,29.2,0.0,,14.4,42.5,1012.1,
8,1990-01-09,3.5,0.0,7.2,0.0,0.0,192.0,16.9,40.7,1013.1,
9,1990-01-10,5.5,3.3,8.3,0.8,0.0,255.0,23.4,51.8,1003.3,
10,1990-01-11,4.1,1.7,5.6,0.0,0.0,240.0,22.7,48.2,1003.6,
11,1990-01-12,2.7,0.0,6.1,0.0,0.0,272.0,29.2,55.4,997.6,
12,1990-01-13,-1.5,-3.9,1.1,0.0,0.0,312.0,32.0,53.6,1014.0,
13,1990-01-14,-0.6,-3.9,2.8,0.0,0.0,263.0,20.9,42.5,1027.9,
14,1990-01-15,3.2,1.1,5.0,2.5,0.0,224.0,15.8,40.7,1025.4,
15,1990-01-16,5.1,0.6,10.6,0.0,0.0,227.0,13.0,27.7,1025.5,
16,1990-01-17,6.7,2.8,10.6,0.0,0.0,202.0,15.5,35.3,1023.9,
17,1990-01-18,10.7,6.7,15.0,0.0,0.0,232.0,18.4,46.4,1013.9,
18,1990-01-19,4.0,-2.2,7.8,0.0,0.0,319.0,22.7,50.0,1026.5,
19,1990-01-20,1.0,-1.7,2.8,11.7,0.0,132.0,9.4,31.3,1022.4,
20,1990-01-21,2.2,0.6,2.8,3.0,0.0,60.0,15.1,42.5,1009.2,
21,1990-01-22,3.3,-1.1,6.1,1.0,0.0,191.0,12.6,29.5,1011.2,
22,1990-01-23,4.5,1.1,7.8,0.0,0.0,245.0,16.9,40.7,1018.1,
23,1990-01-24,7.7,5.6,12.2,0.0,0.0,173.0,15.5,46.4,1015.3,
24,1990-01-25,7.7,5.6,10.0,21.3,0.0,158.0,16.6,53.6,1012.7,
25,1990-01-26,5.8,2.8,9.4,8.9,0.0,278.0,25.9,48.2,1007.0,
26,1990-01-27,3.1,0.0,6.7,0.0,0.0,243.0,22.0,44.3,1024.9,
27,1990-01-28,6.3,2.2,14.4,0.0,0.0,267.0,18.7,35.3,1023.9,
28,1990-01-29,5.4,3.9,7.2,11.9,0.0,71.0,24.5,50.0,1017.7,
29,1990-01-30,5.5,2.2,7.8,14.5,0.0,331.0,25.9,61.2,1009.3,
30,1990-01-31,3.5,-0.6,7.8,0.0,0.0,144.0,11.2,22.3,1024.6,
31,1990-02-01,5.5,1.1,9.4,0.0,0.0,206.0,16.2,33.5,1023.1,
32,1990-02-02,8.6,5.0,11.7,0.8,0.0,293.0,14.0,29.5,1014.4,
33,1990-02-03,2.9,1.1,5.0,0.3,0.0,57.0,19.8,40.7,1023.9,
34,1990-02-04,2.9,0.0,4.4,7.1,0.0,53.0,22.0,40.7,1010.0,
35,1990-02-05,-0.3,-3.9,3.3,0.0,0.0,326.0,20.2,42.5,1021.5,
36,1990-02-06,5.5,0.6,13.3,0.0,0.0,260.0,19.8,40.7,1020.4,
37,1990-02-07,7.0,2.2,11.7,0.0,0.0,74.0,12.6,42.5,1017.5,
38,1990-02-08,6.5,1.7,9.4,0.0,0.0,,14.4,29.5,1022.0,
39,1990-02-09,7.5,4.4,12.2,0.0,0.0,201.0,16.2,27.7,1014.3,
40,1990-02-10,7.6,2.2,10.0,7.1,0.0,264.0,26.6,51.8,1002.2,
41,1990-02-11,4.4,0.6,8.9,0.0,0.0,274.0,18.7,33.5,1011.7,
42,1990-02-12,3.6,-0.6,7.2,0.3,0.0,,15.8,37.1,1016.8,
43,1990-02-13,4.2,-2.2,10.0,0.0,0.0,,19.4,53.6,1020.5,
44,1990-02-14,10.0,5.0,16.7,0.5,0.0,323.0,17.6,33.5,1018.2,
45,1990-02-15,3.7,1.7,5.0,1.5,0.0,69.0,22.7,44.3,1023.2,
46,1990-02-16,5.4,3.3,10.6,0.5,0.0,,11.9,27.7,1010.5,
47,1990-02-17,5.6,-4.4,13.9,0.0,0.0,311.0,33.8,64.8,1019.5,
48,1990-02-18,-1.8,-6.7,3.3,0.0,0.0,239.0,19.8,42.5,1035.2,
49,1990-02-19,6.5,1.1,13.3,0.0,0.0,265.0,22.3,53.6,1015.8,
50,1990-02-20,-0.2,-2.2,2.8,0.0,0.0,322.0,27.7,57.2,1028.4,
51,1990-02-21,1.4,-4.4,8.3,0.0,0.0,231.0,16.9,40.7,1034.7,
52,1990-02-22,6.8,0.6,11.7,2.5,0.0,211.0,24.1,53.6,1020.4,
53,1990-02-23,11.5,8.3,16.7,3.6,0.0,220.0,19.4,46.4,1001.1,
54,1990-02-24,2.0,-1.1,10.6,4.1,0.0,9.0,20.5,46.4,1002.5,
55,1990-02-25,-4.2,-11.1,0.6,1.0,25.0,310.0,39.2,66.6,1021.2,
56,1990-02-26,-8.6,-12.8,-4.4,0.0,25.0,317.0,18.0,46.4,1043.2,
57,1990-02-27,-1.2,-7.2,2.8,0.5,0.0,234.0,23.0,44.3,1033.8,
58,1990-02-28,1.3,-2.8,3.9,0.0,0.0,314.0,22.7,44.3,1027.6,
59,1990-03-01,0.2,-4.4,4.4,0.0,0.0,283.0,22.7,44.3,1028.3,
60,1990-03-02,4.3,-0.6,8.9,0.0,0.0,235.0,19.1,40.7,1016.6,
61,1990-03-03,6.2,2.2,12.2,0.0,0.0,,12.2,35.3,1009.1,
62,1990-03-04,-0.2,-3.9,4.4,0.0,0.0,338.0,24.1,44.3,1019.2,
63,1990-03-05,-1.3,-6.1,1.7,0.0,0.0,77.0,13.7,24.1,1030.9,
64,1990-03-06,-0.9,-5.6,1.1,5.3,25.0,32.0,23.8,48.2,1032.7,
65,1990-03-07,-4.6,-10.0,0.0,0.0,51.0,10.0,18.0,40.7,1042.9,
66,1990-03-08,-0.6,-6.7,3.9,0.0,25.0,9.0,14.0,29.5,1036.6,
67,1990-03-09,3.1,-1.7,6.1,0.3,0.0,217.0,12.6,27.7,1024.2,
68,1990-03-10,5.9,3.9,8.3,0.3,0.0,101.0,9.4,25.9,1024.8,
69,1990-03-11,8.3,5.0,15.0,1.3,0.0,195.0,10.4,29.5,1022.6,
70,1990-03-12,10.0,6.1,15.0,0.0,0.0,113.0,11.9,24.1,1020.2,
71,1990-03-13,15.0,5.0,29.4,0.0,0.0,,13.3,31.3,1016.6,
72,1990-03-14,11.7,7.8,16.7,0.0,0.0,96.0,15.8,31.3,1020.1,
73,1990-03-15,9.7,6.1,12.8,0.0,0.0,,13.0,22.3,1020.2,
74,1990-03-16,11.6,8.9,16.7,0.0,0.0,164.0,17.6,37.1,1018.1,
75,1990-03-17,12.3,9.4,16.1,6.6,0.0,181.0,26.6,57.2,1008.2,
76,1990-03-18,11.2,8.3,15.0,9.9,0.0,270.0,21.6,51.8,1011.4,
77,1990-03-19,8.5,3.9,11.7,3.0,0.0,,15.5,37.1,1023.5,
78,1990-03-20,8.6,3.9,11.1,14.0,0.0,341.0,18.4,42.5,1012.2,
79,1990-03-21,7.8,3.3,12.8,0.3,0.0,318.0,28.4,55.4,1015.9,
80,1990-03-22,7.8,1.1,11.7,0.0,0.0,,23.0,51.8,1025.4,
81,1990-03-23,11.1,2.8,20.0,0.0,0.0,271.0,31.0,57.2,1018.0,
82,1990-03-24,1.7,1.1,2.8,0.0,0.0,278.0,15.8,35.3,1029.7,
83,1990-03-25,4.4,1.7,7.2,0.0,0.0,251.0,16.2,37.1,1025.9,
84,1990-03-26,6.7,0.6,12.8,0.0,0.0,292.0,27.4,53.6,1022.5,
85,1990-03-27,1.4,-2.8,6.1,0.0,0.0,338.0,19.4,42.5,1029.0,
86,1990-03-28,4.9,-2.2,10.6,0.0,0.0,285.0,15.1,38.9,1030.4,
87,1990-03-29,5.0,0.6,7.8,1.3,0.0,82.0,19.8,29.5,1034.3,
88,1990-03-30,3.6,1.7,4.4,15.5,0.0,66.0,25.6,48.2,1027.8,
89,1990-03-31,4.9,3.3,7.2,1.3,0.0,42.0,11.2,27.7,1018.3,
90,1990-04-01,,5.0,6.7,0.0,0.0,,11.5,22.3,,
91,1990-04-02,7.1,5.6,8.9,0.5,0.0,150.0,15.5,25.9,1013.4,
92,1990-04-03,6.6,5.6,7.8,28.2,0.0,37.0,25.6,44.3,1002.2,
93,1990-04-04,6.3,5.0,8.9,0.3,0.0,275.0,29.9,55.4,992.7,
94,1990-04-05,9.2,5.0,13.9,0.0,0.0,260.0,24.1,50.0,1003.4,
95,1990-04-06,9.1,4.4,11.7,2.0,0.0,271.0,18.4,51.8,1012.9,
96,1990-04-07,4.3,0.6,8.9,5.1,0.0,335.0,22.7,48.2,1014.6,
97,1990-04-08,5.9,2.2,10.6,0.0,0.0,312.0,21.2,46.4,1023.4,
98,1990-04-09,8.0,2.8,12.2,0.0,0.0,223.0,22.3,48.2,1029.6,
99,1990-04-10,10.2,7.2,13.9,1.8,0.0,191.0,28.4,66.6,1017.6,
100,1990-04-11,11.8,4.4,15.6,3.6,0.0,287.0,31.3,59.0,1004.4,
101,1990-04-12,6.5,3.3,10.6,0.0,0.0,301.0,20.2,46.4,1018.3,
102,1990-04-13,5.4,1.1,9.4,0.0,0.0,286.0,20.2,40.7,1030.5,
103,1990-04-14,7.3,1.7,10.6,2.0,0.0,164.0,18.4,42.5,1028.2,
104,1990-04-15,9.8,4.4,13.3,38.6,0.0,180.0,14.4,57.2,1015.3,
105,1990-04-16,12.3,8.3,17.8,0.0,0.0,254.0,19.8,40.7,1014.6,
106,1990-04-17,10.4,5.0,18.9,3.8,0.0,227.0,24.5,53.6,1011.7,
107,1990-04-18,7.4,2.8,12.2,0.0,0.0,325.0,23.4,51.8,1026.3,
108,1990-04-19,8.3,3.3,12.2,0.0,0.0,,19.8,42.5,1036.5,
109,1990-04-20,10.2,6.1,13.3,0.0,0.0,170.0,24.5,46.4,1030.7,
110,1990-04-21,11.6,10.0,15.0,4.3,0.0,160.0,14.4,27.7,1017.4,
111,1990-04-22,12.0,7.8,18.9,0.0,0.0,331.0,17.3,33.5,1017.6,
112,1990-04-23,17.5,11.7,26.1,0.0,0.0,298.0,16.6,40.7,1015.6,
113,1990-04-24,11.5,8.3,14.4,0.0,0.0,126.0,16.9,31.3,1021.9,
114,1990-04-25,10.2,7.8,13.3,2.8,0.0,152.0,10.4,22.3,1019.0,
115,1990-04-26,12.4,9.4,16.7,0.0,0.0,,10.1,24.1,1014.1,
116,1990-04-27,15.1,8.9,22.8,0.0,0.0,,9.4,25.9,1014.5,
117,1990-04-28,18.9,14.4,23.3,0.0,0.0,,15.8,38.9,1013.4,
118,1990-04-29,12.3,10.0,14.4,16.3,0.0,84.0,23.4,40.7,1019.5,
119,1990-04-30,12.5,10.6,15.0,8.6,0.0,66.0,15.1,31.3,1017.2,
120,1990-05-01,17.7,12.2,24.4,0.0,0.0,311.0,18.4,31.3,1011.2,
121,1990-05-02,17.3,13.3,20.0,0.0,0.0,331.0,21.6,42.5,1017.8,
122,1990-05-03,13.6,8.9,17.8,0.0,0.0,344.0,17.6,37.1,1027.5,
123,1990-05-04,11.7,9.4,13.9,5.6,0.0,179.0,17.6,27.7,1023.7,
124,1990-05-05,12.4,8.9,19.4,19.6,0.0,46.0,13.3,48.2,1003.3,
125,1990-05-06,11.9,7.2,18.3,1.0,0.0,342.0,20.9,38.9,1006.9,
126,1990-05-07,15.4,10.6,21.7,0.0,0.0,271.0,19.1,46.4,1011.6,
127,1990-05-08,14.0,10.0,17.8,0.0,0.0,108.0,13.7,37.1,1016.4,
128,1990-05-09,15.5,10.6,20.6,0.0,0.0,238.0,13.7,35.3,1016.1,
129,1990-05-10,15.2,13.9,16.7,37.8,0.0,188.0,26.3,53.6,1006.2,
130,1990-05-11,13.2,10.6,16.7,0.0,0.0,279.0,34.2,72.0,1008.8,
131,1990-05-12,11.5,7.8,13.9,0.0,0.0,237.0,16.9,33.5,1025.3,
132,1990-05-13,13.7,11.1,16.7,1.3,0.0,177.0,22.7,48.2,1015.4,
133,1990-05-14,16.4,11.1,23.3,0.0,0.0,355.0,20.9,44.3,1017.3,
134,1990-05-15,15.1,12.2,19.4,0.0,0.0,208.0,19.1,37.1,1022.2,
135,1990-05-16,14.3,13.3,16.1,23.1,0.0,152.0,13.7,31.3,1016.2,
136,1990-05-17,15.5,11.7,17.2,10.2,0.0,,15.8,37.1,1006.9,
137,1990-05-18,16.1,10.0,20.6,0.0,0.0,253.0,25.2,68.4,1008.1,
138,1990-05-19,16.7,12.2,22.2,0.0,0.0,287.0,23.4,46.4,1012.0,
139,1990-05-20,13.2,10.6,16.1,0.0,0.0,81.0,21.6,40.7,1014.6,
140,1990-05-21,9.1,6.7,10.6,5.1,0.0,53.0,22.0,35.3,1012.6,
141,1990-05-22,11.8,6.1,16.7,0.0,0.0,19.0,18.4,35.3,1015.1,
142,1990-05-23,12.7,9.4,17.8,0.0,0.0,37.0,15.8,31.3,1013.9,
143,1990-05-24,13.5,10.0,17.2,0.3,0.0,,13.7,38.9,1016.6,
144,1990-05-25,16.6,11.7,21.7,0.0,0.0,233.0,18.4,33.5,1019.4,
145,1990-05-26,14.2,12.8,15.6,3.0,0.0,160.0,14.8,37.1,1015.3,
146,1990-05-27,15.2,12.8,20.6,0.0,0.0,78.0,16.6,29.5,1011.4,
147,1990-05-28,15.3,12.2,18.9,0.0,0.0,179.0,14.4,25.9,1013.9,
148,1990-05-29,14.6,11.7,17.2,68.6,0.0,47.0,22.7,53.6,1005.6,
149,1990-05-30,15.7,11.7,22.2,1.5,0.0,328.0,28.1,46.4,1005.3,
150,1990-05-31,17.4,11.1,22.8,0.0,0.0,269.0,20.2,40.7,1018.6,
151,1990-06-01,19.0,13.3,25.0,0.0,0.0,225.0,18.7,38.9,1022.8,
152,1990-06-02,19.2,15.6,22.8,0.0,0.0,201.0,18.4,37.1,1021.0,
153,1990-06-03,17.8,16.7,20.0,4.3,0.0,186.0,24.8,46.4,1012.4,
154,1990-06-04,19.5,12.8,24.4,0.0,0.0,267.0,23.8,48.2,1006.0,
155,1990-06-05,15.4,10.6,21.1,0.0,0.0,291.0,18.7,35.3,1015.2,
156,1990-06-06,16.4,13.3,19.4,0.0,0.0,209.0,24.1,50.0,1016.2,
157,1990-06-07,21.6,15.0,28.9,5.8,0.0,252.0,17.3,38.9,1013.2,
158,1990-06-08,19.1,15.6,23.3,6.4,0.0,,13.0,29.5,1018.6,
159,1990-06-09,21.1,16.7,27.2,15.7,0.0,,12.2,25.9,1011.7,
160,1990-06-10,23.2,18.9,28.3,2.8,0.0,284.0,15.5,59.0,1008.8,
161,1990-06-11,18.0,14.4,21.1,3.6,0.0,352.0,22.0,46.4,1011.4,
162,1990-06-12,18.5,13.9,26.1,0.0,0.0,21.0,16.6,31.3,1019.6,
163,1990-06-13,18.0,13.3,22.2,0.0,0.0,208.0,11.2,20.5,1021.7,
164,1990-06-14,17.2,16.1,18.3,3.8,0.0,164.0,7.9,16.6,1016.5,
165,1990-06-15,17.6,14.4,21.7,0.0,0.0,,7.9,20.5,1016.0,
166,1990-06-16,18.3,15.6,22.8,0.0,0.0,,7.6,20.5,1019.3,
167,1990-06-17,19.3,16.1,23.3,0.0,0.0,,10.8,18.4,1020.5,
168,1990-06-18,19.3,17.2,22.2,5.1,0.0,182.0,14.8,37.1,1013.1,
169,1990-06-19,20.6,18.9,23.9,4.1,0.0,249.0,13.3,35.3,1006.7,
170,1990-06-20,21.5,18.3,25.0,0.0,0.0,300.0,12.6,20.5,1009.5,
171,1990-06-21,20.7,18.9,22.2,0.8,0.0,205.0,10.1,20.5,1011.3,
172,1990-06-22,22.8,18.3,27.8,0.0,0.0,,13.7,29.5,1012.1,
173,1990-06-23,22.6,20.6,26.7,0.0,0.0,188.0,14.0,24.1,1004.9,
174,1990-06-24,22.9,19.4,26.1,0.0,0.0,241.0,17.3,29.5,1006.4,
175,1990-06-25,22.1,18.3,25.0,0.0,0.0,248.0,17.6,31.3,1015.6,
176,1990-06-26,22.2,18.3,26.7,0.0,0.0,224.0,16.6,33.5,1019.3,
177,1990-06-27,22.1,19.4,25.0,0.0,0.0,196.0,15.5,35.3,1016.3,
178,1990-06-28,24.0,20.6,27.8,1.3,0.0,227.0,14.8,46.4,1016.9,
179,1990-06-29,23.9,20.6,28.3,5.8,0.0,66.0,12.6,51.8,1014.2,
180,1990-06-30,25.0,20.6,31.1,0.8,0.0,257.0,14.4,31.3,1009.1,
181,1990-07-01,20.9,18.3,26.7,10.2,0.0,294.0,13.0,38.9,1007.1,
182,1990-07-02,20.2,17.8,23.3,0.0,0.0,26.0,16.6,29.5,1012.2,
183,1990-07-03,23.3,17.2,29.4,0.0,0.0,239.0,16.9,31.3,1015.6,
184,1990-07-04,26.8,21.7,32.2,0.0,0.0,236.0,22.3,48.2,1010.4,
185,1990-07-05,28.9,23.3,36.1,0.3,0.0,257.0,16.6,38.9,1007.6,
186,1990-07-06,23.0,20.0,26.1,0.0,0.0,37.0,13.0,24.1,1013.9,
187,1990-07-07,21.0,16.7,24.4,0.0,0.0,89.0,15.5,24.1,1021.5,
188,1990-07-08,21.4,17.8,25.0,0.0,0.0,195.0,16.2,35.3,1024.4,
189,1990-07-09,24.7,21.1,31.1,7.4,0.0,210.0,16.6,35.3,1014.8,
190,1990-07-10,26.4,22.2,30.6,0.0,0.0,277.0,16.2,29.5,1013.5,
191,1990-07-11,21.0,18.3,25.0,1.0,0.0,33.0,10.4,22.3,1017.9,
192,1990-07-12,17.6,15.0,18.9,13.7,0.0,57.0,16.2,31.3,1017.5,
193,1990-07-13,17.2,14.4,21.1,8.4,0.0,71.0,14.0,24.1,1021.4,
194,1990-07-14,19.4,17.2,22.2,0.0,0.0,95.0,11.9,20.5,1021.5,
195,1990-07-15,23.4,20.6,26.7,0.0,0.0,172.0,19.4,42.5,1016.3,
196,1990-07-16,25.4,19.4,30.0,0.0,0.0,239.0,17.3,31.3,1020.1,
197,1990-07-17,24.8,21.1,30.0,0.0,0.0,237.0,14.4,27.7,1024.4,
198,1990-07-18,26.1,20.6,32.8,0.0,0.0,230.0,15.8,31.3,1022.1,
199,1990-07-19,27.2,22.8,33.9,0.0,0.0,227.0,15.5,31.3,1019.1,
200,1990-07-20,27.9,23.3,33.3,0.0,0.0,213.0,15.1,25.9,1015.1,
201,1990-07-21,26.0,21.7,30.0,32.8,0.0,237.0,11.9,22.3,1012.8,
202,1990-07-22,25.2,21.7,30.0,0.0,0.0,92.0,8.6,18.4,1012.8,
203,1990-07-23,25.7,22.8,30.6,2.5,0.0,176.0,14.4,33.5,1011.0,
204,1990-07-24,23.6,20.0,27.8,2.8,0.0,20.0,13.0,22.3,1015.4,
205,1990-07-25,25.3,21.1,31.1,0.0,0.0,16.0,12.2,24.1,1018.7,
206,1990-07-26,24.3,22.2,29.4,0.0,0.0,,13.3,22.3,1022.7,
207,1990-07-27,23.3,22.2,28.3,0.0,0.0,75.0,13.0,24.1,1023.2,
208,1990-07-28,23.1,21.1,25.0,0.0,0.0,71.0,14.4,24.1,1021.7,
209,1990-07-29,23.5,21.1,27.2,0.0,0.0,90.0,12.2,18.4,1018.6,
210,1990-07-30,22.9,20.6,27.2,0.0,0.0,99.0,10.1,16.6,1014.5,
211,1990-07-31,24.0,20.6,28.9,32.0,0.0,,13.0,29.5,1010.1,
212,1990-08-01,23.9,19.4,28.9,0.0,0.0,338.0,21.2,35.3,1013.7,
213,1990-08-02,24.9,19.4,30.6,0.0,0.0,312.0,14.0,25.9,1018.3,
214,1990-08-03,26.3,22.2,31.7,0.0,0.0,,11.9,22.3,1017.9,
215,1990-08-04,26.1,22.8,29.4,0.0,0.0,163.0,13.0,24.1,1017.6,
216,1990-08-05,24.4,23.3,26.1,0.0,0.0,173.0,16.9,25.9,1018.5,
217,1990-08-06,23.7,21.1,26.1,49.0,0.0,175.0,20.2,37.1,1015.4,
218,1990-08-07,24.4,21.7,29.4,4.8,0.0,307.0,12.2,35.3,1015.5,
219,1990-08-08,24.5,21.1,30.6,0.0,0.0,79.0,10.4,20.5,1020.3,
220,1990-08-09,23.6,22.2,26.1,0.8,0.0,,10.4,22.3,1021.5,
221,1990-08-10,24.4,22.8,27.2,0.5,0.0,35.0,12.6,22.3,1018.8,
222,1990-08-11,24.3,20.6,28.3,25.9,0.0,111.0,10.8,25.9,1016.3,
223,1990-08-12,25.5,21.7,30.6,0.0,0.0,,9.0,20.5,1019.2,
224,1990-08-13,25.3,20.6,28.9,10.7,0.0,188.0,17.6,51.8,1017.7,
225,1990-08-14,24.3,20.6,28.3,0.5,0.0,291.0,13.3,24.1,1016.6,
226,1990-08-15,25.5,22.2,30.6,0.0,0.0,258.0,12.2,27.7,1018.4,
227,1990-08-16,25.3,22.2,28.9,0.0,0.0,,12.2,24.1,1018.5,
228,1990-08-17,25.3,22.2,28.9,0.0,0.0,235.0,14.8,29.5,1019.2,
229,1990-08-18,25.1,22.2,28.9,0.0,0.0,216.0,16.6,33.5,1018.1,
230,1990-08-19,21.8,15.6,27.2,2.8,0.0,179.0,17.6,42.5,1017.2,
231,1990-08-20,17.6,15.0,19.4,0.0,0.0,82.0,22.7,40.7,1023.1,
232,1990-08-21,18.3,15.0,21.1,0.0,0.0,60.0,19.8,33.5,1021.9,
233,1990-08-22,21.2,18.3,25.0,0.0,0.0,80.0,15.5,25.9,1021.2,
234,1990-08-23,19.9,18.3,21.1,9.4,0.0,58.0,13.0,22.3,1019.1,
235,1990-08-24,21.4,20.0,22.8,44.5,0.0,12.0,10.8,22.3,1017.8,
236,1990-08-25,24.0,21.7,28.3,0.0,0.0,316.0,10.8,20.5,1018.4,
237,1990-08-26,24.0,21.7,28.3,0.0,0.0,207.0,10.1,18.4,1017.7,
238,1990-08-27,25.1,21.7,32.2,4.3,0.0,,11.2,35.3,1012.6,
239,1990-08-28,24.8,20.6,29.4,4.8,0.0,254.0,11.9,55.4,1009.0,
240,1990-08-29,23.8,20.0,29.4,11.7,0.0,249.0,15.8,46.4,1006.9,
241,1990-08-30,22.7,18.9,28.3,0.0,0.0,341.0,13.3,25.9,1013.3,
242,1990-08-31,23.2,18.9,28.3,0.0,0.0,83.0,9.0,22.3,1020.7,
243,1990-09-01,23.2,19.4,26.1,0.0,0.0,220.0,12.6,25.9,1021.9,
244,1990-09-02,24.4,21.1,27.8,6.9,0.0,229.0,13.3,29.5,1016.7,
245,1990-09-03,22.9,17.2,25.0,0.0,0.0,12.0,17.6,38.9,1020.6,
246,1990-09-04,19.2,15.0,23.3,0.0,0.0,93.0,13.3,24.1,1027.8,
247,1990-09-05,21.2,17.8,25.0,0.0,0.0,225.0,15.1,27.7,1020.1,
248,1990-09-06,23.4,21.1,26.1,0.0,0.0,201.0,12.6,29.5,1014.3,
249,1990-09-07,25.3,21.7,30.6,0.0,0.0,245.0,18.0,35.3,1007.9,
250,1990-09-08,18.0,13.3,22.2,0.0,0.0,45.0,16.2,38.9,1020.4,
251,1990-09-09,16.6,11.1,20.6,0.0,0.0,103.0,12.2,22.3,1022.7,
252,1990-09-10,22.1,19.4,26.1,3.3,0.0,12.0,9.4,22.3,1017.5,
253,1990-09-11,23.4,18.9,29.4,0.0,0.0,195.0,8.3,22.3,1020.9,
254,1990-09-12,22.7,20.0,25.6,0.0,0.0,169.0,10.1,20.5,1022.8,
255,1990-09-13,23.4,21.1,27.2,0.0,0.0,162.0,9.0,16.6,1021.4,
256,1990-09-14,22.9,20.0,26.1,0.0,0.0,165.0,13.3,29.5,1016.2,
257,1990-09-15,23.2,18.3,27.2,6.4,0.0,262.0,22.3,48.2,1003.0,
258,1990-09-16,18.3,13.9,21.1,3.0,0.0,352.0,13.0,25.9,1007.4,
259,1990-09-17,14.1,10.6,17.2,0.3,0.0,340.0,22.7,40.7,1016.2,
260,1990-09-18,14.3,8.9,20.0,0.0,0.0,308.0,17.6,35.3,1022.7,
261,1990-09-19,14.6,8.9,18.3,5.3,0.0,151.0,14.4,37.1,1018.0,
262,1990-09-20,18.4,14.4,22.2,0.0,0.0,312.0,19.1,37.1,1014.0,
263,1990-09-21,16.0,11.7,20.0,0.0,0.0,120.0,12.6,22.3,1019.9,
264,1990-09-22,17.7,16.7,18.3,19.3,0.0,186.0,16.6,35.3,1009.9,
265,1990-09-23,16.6,12.2,20.6,0.0,0.0,281.0,22.0,40.7,1005.0,
266,1990-09-24,13.9,10.0,17.8,0.0,0.0,276.0,19.4,35.3,1013.4,
267,1990-09-25,16.2,11.1,20.0,0.0,0.0,234.0,17.3,40.7,1015.9,
268,1990-09-26,18.7,13.9,22.8,0.3,0.0,182.0,15.5,31.3,1013.3,
269,1990-09-27,17.5,12.8,24.4,0.0,0.0,52.0,7.6,18.4,1018.3,
270,1990-09-28,18.8,15.0,23.9,0.0,0.0,,10.8,22.3,1022.0,
271,1990-09-29,18.8,15.6,22.8,0.0,0.0,209.0,14.4,25.9,1021.0,
272,1990-09-30,19.4,16.7,22.2,1.0,0.0,208.0,16.9,35.3,1017.0,
273,1990-10-01,16.5,12.8,20.6,0.0,0.0,306.0,16.9,31.3,1016.0,
274,1990-10-02,17.3,14.4,21.1,0.0,0.0,293.0,22.3,46.4,1016.1,
275,1990-10-03,16.0,10.0,20.6,0.0,0.0,242.0,14.4,31.3,1026.2,
276,1990-10-04,19.4,15.6,22.8,0.5,0.0,207.0,27.0,55.4,1016.9,
277,1990-10-05,18.8,13.9,25.0,0.0,0.0,258.0,22.0,38.9,1015.8,
278,1990-10-06,19.9,16.1,26.1,0.0,0.0,221.0,15.8,29.5,1018.3,
279,1990-10-07,19.0,15.0,23.9,0.0,0.0,207.0,13.7,25.9,1020.7,
280,1990-10-08,19.9,17.2,23.9,4.6,0.0,181.0,9.0,24.1,1021.0,
281,1990-10-09,20.5,18.9,23.3,8.6,0.0,186.0,16.9,37.1,1019.3,
282,1990-10-10,20.7,17.8,24.4,0.0,0.0,175.0,14.8,31.3,1020.8,
283,1990-10-11,21.3,19.4,24.4,0.0,0.0,126.0,17.6,37.1,1022.4,
284,1990-10-12,20.9,16.7,24.4,10.7,0.0,99.0,10.4,27.7,1019.4,
285,1990-10-13,21.3,20.0,23.9,37.1,0.0,163.0,10.8,31.3,1010.7,
286,1990-10-14,22.6,19.4,27.8,0.0,0.0,,11.5,27.7,1008.7,
287,1990-10-15,20.9,15.6,25.6,0.0,0.0,265.0,16.6,38.9,1011.4,
288,1990-10-16,16.6,10.6,21.1,0.0,0.0,330.0,14.0,31.3,1022.5,
289,1990-10-17,15.8,8.3,21.1,0.0,0.0,203.0,15.1,38.9,1025.5,
290,1990-10-18,20.0,11.7,23.3,26.4,0.0,192.0,27.4,68.4,1013.2,
291,1990-10-19,11.8,9.4,15.0,0.0,0.0,292.0,29.5,66.6,1011.4,
292,1990-10-20,11.3,7.2,16.1,0.0,0.0,286.0,13.7,31.3,1025.7,
293,1990-10-21,12.8,5.6,18.3,0.0,0.0,,9.0,27.7,1026.4,
294,1990-10-22,17.1,15.0,20.0,0.5,0.0,212.0,10.4,22.3,1020.2,
295,1990-10-23,17.4,15.6,20.0,39.4,0.0,84.0,15.1,46.4,1012.1,
296,1990-10-24,17.0,11.7,18.9,0.0,0.0,304.0,18.7,37.1,1005.8,
297,1990-10-25,12.3,8.9,16.1,0.0,0.0,32.0,13.7,29.5,1010.3,
